Leaf,SD1,SD2,SD3,SD4,SD5,GCL1,GCL2,GCL3,GCL4,GCL5,GCL6,GCL7,GCL8,GCL9,GCL10,Data collected by
MGI05-01-02,0.00012020,0.00015025,0.00016528,0.00000000,,17.80081840,16.87514850,20.67950053,25.01854183,19.08939629,19.91819376,22.11905977,21.16298996,17.80794565,19.32125013,Huang Jie
MGI05-01-03,0.00010518,0.00009020,0.00015025,0.00000000,,19.96110272,18.67092484,21.75498815,22.45840419,17.81565472,21.76618812,19.83993945,18.26539880,20.30379258,19.22743223,Huang Jie
MGI05-01-04,0.00018030,0.00028548,0.00031553,0.00000000,,21.48837079,17.78350937,18.73419737,22.34175000,18.55659792,21.10495377,18.74103372,21.44153457,19.78015782,18.67485210,Huang Jie
MGI05-01-05,0.00016528,0.00016528,0.00016528,0.00013523,,24.79425161,19.79033960,19.96750270,16.97827546,19.07281452,17.17347486,17.51747381,14.01275724,19.54292218,14.88184549,Huang Jie
MGI05-02-01,0.00034558,0.00030051,0.00027046,0.00030051,,18.32605316,22.38291351,16.45944068,16.97827546,22.44007697,17.36765609,21.17840810,24.49941614,20.24270186,26.43308297,Huang Jie
MGI05-02-02,0.00019533,0.00021035,0.00033056,0.00000000,,32.72717285,16.96271187,18.46118002,20.08008417,17.76212761,18.36299851,17.43325589,24.93083301,14.09101154,16.40736811,Huang Jie
MGI05-02-03,0.00019533,0.00030051,0.00037563,0.00000000,,25.61184911,17.43325589,18.55717973,20.54146458,21.19135351,20.25652000,21.38960745,19.69710353,21.25273514,20.88168173,Huang Jie
MGI05-02-04,0.00016528,0.00025543,0.00013523,0.00000000,,19.53914037,21.54786151,21.83018792,20.51368285,19.14030522,22.08313261,22.04909635,19.88255750,22.21695038,15.64562498,Huang Jie
MGI05-02-05,0.00034558,0.00033056,0.00019533,0.00021035,,21.09288108,20.29695624,24.50028887,18.70030657,24.10203554,22.63207639,22.88065745,18.76357910,19.00110565,19.35412275,Huang Jie
MRE01-01-01,0.00015025,0.00019533,0.00018030,0.00019533,0.00013523,22.91047554,21.69244289,22.84894845,22.91047554,20.50597378,21.99891468,25.49534038,22.58044018,21.79440622,26.23890174,Huang Jie
MRE01-01-02,0.00018030,0.00016528,0.00018030,0.00015025,0.00016528,21.84327879,22.84894845,22.12065977,19.09070538,21.08619020,24.47817984,21.55833421,22.69171257,22.16502327,22.28967743,Huang Jie
MRE01-01-03,0.00018030,0.00023289,0.00019533,0.00022538,0.00022538,22.56167660,23.44589208,24.17141714,22.62582186,24.08298105,22.50480405,22.72734882,24.31032581,21.81782433,23.66320051,Huang Jie
MRE01-01-04,0.00015025,0.00012020,0.00018030,0.00015025,0.00015025,20.33681066,21.95615118,22.68225805,24.75366991,23.66320051,22.51047676,21.67077023,24.02974485,21.08619020,24.24705328,Huang Jie
MRE01-01-05,0.00019533,0.00015025,0.00013523,0.00015025,0.00018030,23.18989287,23.86232718,21.43920730,20.75397303,24.59119768,21.61157041,23.97650865,22.30684102,18.08110846,21.54044335,Huang Jie
MRE01-02-01,0.00019533,0.00022538,0.00022538,0.00022538,0.00019533,21.74742454,23.90174524,22.28196836,22.33738638,23.90174524,22.60880373,24.20312614,23.01825703,23.02742063,21.73171550,Huang Jie
MRE01-02-02,0.00018030,0.00015025,0.00018030,0.00022538,0.00021035,20.05812061,21.30349862,18.91790590,21.73753366,19.86146666,23.40952856,20.44342852,23.45869205,24.24181693,20.86335451,Huang Jie
MRE01-02-03,0.00022538,0.00018030,0.00015777,0.00024040,0.00024040,22.54654938,21.95236937,22.35265906,21.98727835,22.26480478,22.64080363,21.62931581,20.24212004,22.60880373,21.96589660,Huang Jie
MRE01-02-04,0.00024040,0.00024792,0.00025543,0.00022538,0.00018030,24.16254444,23.13825666,21.43920730,19.49739504,20.82582735,23.03483879,21.89011501,21.90567860,19.67164906,21.41738918,Huang Jie
MRE01-02-05,0.00015025,0.00027046,0.00019533,0.00016528,0.00016528,23.38029229,22.79673043,22.89374832,23.38218319,23.02931154,23.44589208,19.82917585,20.82582735,25.22465029,19.67383087,Huang Jie
MRE02-01-01,0.00012020,,0.00018030,0.00016528,0.00016528,20.06655694,18.30612595,21.35149848,18.65914306,22.11105979,20.47048298,20.62000980,21.02960855,19.19761414,18.55368883,Huang Jie
MRE02-01-02,0.00010518,0.00010518,0.00015025,0.00015777,0.00016528,22.13796880,17.01172990,19.13535979,21.54844333,27.98347824,21.89011501,24.46596170,26.43642841,22.89374832,26.67890040,Huang Jie
MRE02-01-03,0.00010518,0.00009020,0.00011269,0.00013523,0.00012772,22.44225878,27.67540645,22.95512995,23.59090982,21.98916926,24.72094274,23.87309078,24.05461750,25.76821227,24.34363480,Huang Jie
MRE02-01-04,0.00016528,0.00010518,0.00009020,0.00012020,0.00010518,19.74306702,19.59121294,20.11746588,21.06000846,22.68225805,22.83411213,20.49550109,21.70815193,24.40661643,23.72080034,Huang Jie
MRE02-01-05,0.00013523,0.00013523,0.00018030,0.00013523,0.00013523,22.56157963,18.78675479,19.99838745,23.75672750,17.82452742,24.10601128,21.98335109,21.84323031,26.13800508,21.43925578,Huang Jie
MRE02-02-01,0.00016528,0.00013523,0.00012020,0.00016528,0.00012020,25.63715813,23.74960025,24.87046956,23.08851136,24.19963524,21.62349765,22.04153273,24.24705328,25.31585001,24.00676310,Huang Jie
MRE02-02-02,0.00021035,0.00018030,0.00018030,0.00019533,0.00016528,22.12836883,21.39149835,20.88502717,22.71978521,20.09841139,19.35906819,22.33738638,20.42044677,24.09185375,22.35658632,Huang Jie
MRE02-02-03,0.00030051,0.00016528,0.00021035,0.00022538,0.00019533,19.48866780,22.74989421,21.27949870,19.96430271,21.93476942,25.40152248,24.47817984,21.61360677,21.43324368,22.35658632,Huang Jie
MRE02-02-04,0.00013523,0.00012020,0.00018030,0.00010518,0.00016528,20.45390122,22.35265906,22.44414969,18.29448962,20.78480930,20.03252068,25.97926617,21.84909696,20.66742784,21.88807866,Huang Jie
MRE02-02-05,0.00016528,0.00025543,0.00022538,0.00018782,0.00016528,21.19324441,21.15688089,21.98727835,24.42407092,22.47833140,21.35149848,25.07715983,19.93215735,25.28545011,26.89708155,Huang Jie
MRE03-01-01,0.00015025,0.00016528,0.00018030,,0.00021035,19.25303215,23.32007429,24.51294337,20.15979302,21.63920669,21.09637198,22.24371394,19.36575908,21.74742454,23.01083887,Huang Jie
MRE03-01-02,0.00016528,0.00021035,0.00015025,0.00018030,0.00025543,25.30566823,23.81403642,22.07440536,24.56690685,20.96459057,20.71702769,25.21286851,21.47906172,21.30349862,24.53912511,Huang Jie
MRE03-01-03,0.00027046,0.00027046,0.00024040,0.00019533,0.00025543,22.59556741,24.17141714,17.93187255,22.72167611,19.98990263,15.80838812,18.22205348,22.74422150,19.63470372,20.90757256,Huang Jie
MRE03-01-04,0.00016528,0.00022538,0.00022538,0.00016528,0.00015025,24.64487024,20.62204616,24.79672433,23.90174524,21.48691625,22.62393096,23.57476442,18.44314372,19.93215735,19.74306702,Huang Jie
MRE03-01-05,0.00016528,0.00006010,,0.00019533,0.00018030,24.17141714,20.74364579,26.90813606,20.44546488,29.00703875,23.94974509,18.79354265,21.54044335,21.42131645,24.82581515,Huang Jie
MRE03-02-01,0.00016528,0.00016528,0.00015025,0.00010518,0.00012020,22.53520396,21.20720801,22.38698623,23.48414651,24.31032581,22.55600389,22.52560398,20.33884702,20.25477455,19.45143155,Huang Jie
MRE03-02-02,0.00018030,0.00027046,0.00028548,0.00025543,0.00021035,21.06800843,23.51672823,21.06393572,22.72734882,23.22116550,21.32153493,22.49534953,21.08022658,19.43703159,19.58248569,Huang Jie
MRE03-02-03,0.00024792,0.00024040,0.00020284,0.00014274,0.00016528,22.39847710,20.07295692,23.33651060,21.07819022,18.43616192,20.82582735,20.24430186,19.86146666,21.41738918,19.97928448,Huang Jie
MRE03-02-04,0.00018030,0.00013523,0.00018030,,0.00018030,21.70611558,21.04575396,20.64270064,24.08298105,19.03921462,23.30916523,19.56939482,23.55483721,19.21535954,24.49214344,Huang Jie
MRE03-02-05,0.00013523,0.00015025,0.00015025,0.00015025,0.00018030,19.29506839,22.17462324,16.97914818,19.20648684,17.14162042,18.79354265,19.69113991,19.83353947,22.11295070,19.70626713,Huang Jie
MRE04-01-01,0.00017530,,,,,22.91047554,20.50597378,21.99891468,25.49534000,22.58044000,,,,,,Hong Jhun
MRE04-01-02,0.00017530,,,,,19.09070538,21.08619020,24.47817984,21.55833400,22.69171300,,,,,,Hong Jhun
MRE04-01-03,0.00020284,,,,,22.62582186,24.08298105,22.50480405,22.72734900,24.31032600,,,,,,Hong Jhun
MRE04-01-04,0.00015025,,,,,24.75366991,23.66320051,22.51047676,21.67077000,24.02974500,,,,,,Hong Jhun
MRE04-01-05,0.00016027,,,,,20.75397303,24.59119768,21.61157041,23.97650900,22.30684100,,,,,,Hong Jhun
MRE04-02-01,,,,,,,,,,,,,,,,
MRE04-02-02,,,,,,,,,,,,,,,,
MRE04-02-03,,,,,,,,,,,,,,,,
MRE04-02-04,,,,,,,,,,,,,,,,
MRE04-02-05,,,,,,,,,,,,,,,,
MRE05-01-01,0.00015526,,,,,18.30612595,21.35149848,18.65914306,22.11106000,20.47048300,,,,,,Hong Jhun
MRE05-01-02,0.00012020,,,,,17.01172990,19.13535979,21.54844333,27.98347800,21.89011500,,,,,,Hong Jhun
MRE05-01-03,0.00010267,,,,,27.67540645,22.95512995,23.59090982,21.98916900,24.72094300,,,,,,Hong Jhun
MRE05-01-04,0.00012020,,,,,19.59121294,20.11746588,21.06000846,22.68225800,22.83411200,,,,,,Hong Jhun
MRE05-01-05,0.00015025,,,,,18.78675479,19.99838745,23.75672750,17.82452700,24.10601100,,,,,,Hong Jhun
MRE05-02-01,,,,,,,,,,,,,,,,
MRE05-02-02,,,,,,,,,,,,,,,,
MRE05-02-03,,,,,,,,,,,,,,,,
MRE05-02-04,,,,,,,,,,,,,,,,
MRE05-02-05,,,,,,,,,,,,,,,,
PAX01-01-01,0.00025844,0.00032321,0.00031424,,,20.93695015,21.97580645,18.77932551,19.09897361,20.29765396,21.01686217,20.77712610,20.53739003,22.45527859,18.21994135,Huang Jie
PAX01-01-02,0.00031275,0.00035582,0.00030526,0.00019752,,23.57404692,21.17668622,20.21774194,21.89589443,25.09237537,23.01466276,26.05131965,20.93695015,23.57404692,22.37536657,Huang Jie
PAX01-01-03,0.00056453,0.00019752,0.00030526,,,22.69501466,22.77492669,23.41422287,18.45967742,18.37976540,20.37756598,21.09677419,21.81598240,21.33651026,23.89369501,Huang Jie
PAX01-01-04,0.00032238,0.00028013,0.00035183,,,27.17008798,21.65615836,20.69721408,21.25659824,25.17228739,21.65615836,22.85483871,23.33431085,23.33431085,24.85263930,Huang Jie
PAX01-01-05,0.00031498,0.00018147,0.00031764,,,20.85703812,20.45747801,20.93695015,21.01686217,19.25879765,19.97800587,20.45747801,19.17888563,19.33870968,18.21994135,Huang Jie
PAX02-01-01,0.00012020,0.00024040,0.00022538,0.00028548,0.00021035,21.70437013,24.09490829,22.01360555,27.88631490,22.77883958,22.15585966,25.36908622,23.22989274,23.92050882,25.60079460,Huang Jie
PAX02-01-02,0.00025543,0.00021035,0.00022538,0.00013523,0.00022538,20.63862792,18.18641723,18.18641723,18.56459789,16.23951408,17.56867366,20.07746600,17.59034632,18.83950614,17.99165418,Huang Jie
PAX02-01-03,0.00021035,0.00022538,0.00019533,0.00019533,0.00024040,22.12153249,19.21972316,21.81811523,21.27455326,18.06554487,16.61624020,15.73333380,17.02365714,22.25869571,21.92691490,Huang Jie
PAX02-01-04,0.00021035,0.00019533,0.00013523,0.00021035,0.00021035,14.50541028,17.45987399,14.81711842,19.78597598,14.99588151,16.42598624,21.39513471,17.81085474,20.51368285,21.66480661,Huang Jie
PAX02-01-05,0.00024040,0.00021035,0.00025543,0.00028548,0.00021035,23.38916499,20.67542781,26.19628369,22.02655096,27.12820812,21.55469786,19.75717607,19.94423004,22.52662216,22.87891200,Huang Jie
PAX02-02-01,0.00018030,0.00009020,0.00015025,0.00016528,0.00022538,19.73303069,18.51848894,26.14173840,28.21547753,18.79906990,18.64139766,24.45577991,21.11295375,22.16880507,26.18537463,Huang Jie
PAX02-02-02,0.00022538,0.00021035,0.00017387,0.00019108,0.00019318,29.80194542,22.38887713,22.78916682,27.45417076,28.80049393,26.80500911,28.58202187,27.38726188,41.50576424,31.04528708,Huang Jie
PAX02-02-03,0.00012535,0.00016528,0.00015025,0.00015025,0.00015025,23.72981849,26.27308346,26.04646597,25.49039494,26.09722945,28.56267647,30.39132543,25.64719446,27.22333510,24.38218014,Huang Jie
PAX02-02-04,0.00024792,0.00022538,0.00019533,0.00021035,0.00018782,28.07467796,24.09185375,23.48051016,22.74989421,23.99250860,26.07104771,26.99046309,23.37854684,28.20195030,24.79497888,Huang Jie
PAX02-02-05,0.00019533,0.00018782,0.00016528,0.00024300,0.00020284,26.05141141,27.05984469,28.41896782,29.86478159,25.44690416,27.71395179,29.78332729,28.38289520,2.73162803,26.46231924,Huang Jie
PAX03-01-01,0.00032321,0.00041299,0.00043095,,,21.73607038,20.77712610,21.89589443,21.97580645,23.65395894,21.57624633,23.09457478,23.89369501,23.89369501,20.69721408,Huang Jie
PAX03-01-02,0.00041299,0.00030526,0.00037708,,,26.05131965,21.57624633,22.37536657,22.77492669,22.93475073,22.69501466,24.29325513,22.93475073,22.69501466,17.10117302,Huang Jie
PAX03-01-03,0.00037708,0.00044945,0.00040331,0.00033219,0.00026934,20.93695015,20.93695015,22.45527859,22.13563050,21.65615836,,21.73607038,23.81378299,19.01906158,21.81598240,Huang Jie
PAX03-01-04,0.00026934,0.00048108,0.00052146,,,17.58064516,18.61950147,21.49633431,20.77712610,22.53519062,20.05791789,18.77932551,21.17668622,19.97800587,21.41642229,Huang Jie
PAX03-01-05,0.00028548,0.00031553,0.00034558,0.00041716,,6120.86143700,5963.19501500,6149.70967700,6264.78299100,8423.28665700,6389.92522000,6970.40615800,6452.57624600,5302.80205300,5936.66422300,Huang Jie
PAX03-02-01,0.00036170,0.00025747,0.00032321,,,21.81598240,21.49633431,22.93475073,23.25439883,21.17668622,23.09457478,24.77272727,21.49633431,23.41422287,22.13563050,Huang Jie
PAX03-02-02,0.00036810,0.00037708,0.00033219,,,20.13782991,19.89809384,22.37536657,20.13782991,20.13782991,21.41642229,19.97800587,24.21334311,21.97580645,18.21994135,Huang Jie
PAX03-02-03,0.00032321,0.00028730,0.00030083,,,27.25000000,22.37536657,23.89369501,22.69501466,24.21334311,22.21554252,23.81378299,25.41202346,24.21334311,26.29105572,Huang Jie
PAX03-02-04,0.00027361,0.00042500,0.00036061,0.00027046,,24.24183309,26.31039872,25.39477772,25.03632135,26.64058312,21.73758035,26.92088934,25.05666338,23.77649489,27.34680768,Huang Jie
PAX03-02-05,0.00030526,0.00024241,0.00024241,,,25.97140762,22.53519062,26.29105572,22.53519062,21.09677419,21.65615836,20.85703812,20.85703812,23.81378299,26.29105572,Huang Jie
PAX04-01-01,0.00032321,0.00033219,0.00032321,,,24.29325513,23.17448680,21.65615836,26.77052786,26.05131965,24.21334311,21.65615836,24.13343109,25.49193548,25.65175953,Huang Jie
PAX04-01-02,0.00030526,0.00026934,0.00030526,,,23.01466276,24.21334311,21.01686217,23.17448680,21.49633431,21.17668622,26.05131965,23.41422287,23.89369501,25.01246334,Huang Jie
PAX04-01-03,0.00040474,0.00039339,0.00031142,,,26.85043988,21.49633431,21.09677419,21.09677419,24.37316716,21.09677419,22.85483871,22.77492669,25.73167155,24.05351906,Huang Jie
PAX04-01-04,0.00039504,0.00030526,0.00032321,,,24.05351906,24.53299120,25.73167155,21.81598240,21.33651026,26.45087977,24.37316716,25.57184751,23.33431085,22.53519062,Huang Jie
PAX04-01-05,0.00032187,0.00032012,0.00037605,,,18.77932551,20.77712610,22.45527859,23.81378299,21.97580645,23.73387097,22.85483871,23.57404692,22.37536657,24.93255132,Huang Jie
PAX04-02-01,0.00028730,0.00028730,0.00032321,0.00030526,,24.05351906,25.49193548,24.05351906,21.73607038,23.89369501,24.29325513,21.17668622,20.13782991,23.25439883,24.37316716,Huang Jie
PAX04-02-02,0.00027832,0.00038606,0.00028730,,,22.61510264,19.49853372,25.73167155,25.25219941,22.85483871,22.69501466,24.85263930,22.61510264,21.25659824,25.73167155,Huang Jie
PAX04-02-03,0.00037708,0.00041299,0.00034117,,,22.69501466,22.93475073,21.33651026,22.61510264,23.01466276,22.13563050,23.09457478,23.09457478,22.93475073,29.16788856,Huang Jie
PAX04-02-04,0.00032321,0.00030526,0.00030526,,,21.49633431,25.73167155,25.01246334,27.80938416,22.85483871,23.41422287,24.53299120,26.21114370,24.61290323,23.81378299,Huang Jie
PAX04-02-05,0.00037708,0.00035913,0.00032321,,,23.41422287,21.89589443,24.05351906,20.61730205,23.09457478,22.05571848,21.97580645,23.49413490,21.57624633,22.61510264,Huang Jie
PAX06-01-01,0.00033807,0.00042071,0.00030051,0.00024040,,23.12361428,23.44594057,23.79978191,23.40948007,25.78319404,22.39847710,24.75366991,22.48962834,25.54387356,26.25601684,Huang Jie
PAX06-01-02,0.00021035,0.00030802,0.00025543,0.00037563,,24.87226349,22.62393096,21.95813905,22.51813734,22.49534953,23.69195194,22.68230654,23.39309225,22.24177455,24.34542873,Huang Jie
PAX06-01-03,0.00026294,0.00028548,0.00038314,0.00032304,,31.42884954,24.18193832,22.80603949,21.43334065,20.37656812,20.61171892,21.67072174,19.62166133,20.61996132,26.52510693,Huang Jie
PAX06-01-04,0.00037563,0.00036061,0.00039066,0.00040568,,20.70044592,21.94844211,20.51213134,21.60575225,23.97112685,21.65501270,22.60124012,20.40168319,20.14083550,23.09403861,Huang Jie
PAX06-01-05,0.00034558,0.00022538,0.00026294,0.00024040,,23.04041453,23.57112807,22.28967743,22.99784497,23.79978191,23.49500709,22.99784497,23.07367504,24.11309005,28.23826534,Huang Jie
PAX06-02-01,0.00033056,0.00030051,0.00034558,,,24.11309005,21.84904847,21.26151087,23.90703007,21.02956007,21.94262395,20.30529561,18.47082848,23.07367504,23.30911674,Huang Jie
PAX06-02-02,0.00037563,0.00027046,0.00027046,,,25.49984945,32.38254360,18.10185991,22.20405345,29.68718213,24.12647183,18.72285195,22.55033118,23.88831498,22.59037954,Huang Jie
PAX06-02-03,0.00033056,0.00032304,0.00028548,,,20.85850604,24.39439828,30.05973857,19.96425423,24.78460315,19.64561277,22.21297464,24.86712411,23.59100679,20.57651902,Huang Jie
PAX06-02-04,0.00032304,0.00052588,0.00035309,,,24.17136866,24.24710176,22.75920327,23.94979358,23.54572208,21.89394531,23.94446026,23.14756572,23.45864356,20.06655694,Huang Jie
PAX06-02-05,0.00031553,0.00028548,0.00033807,,,20.15984151,18.44542250,24.42930727,22.56157963,20.66960965,19.21758984,22.78732440,22.61074312,19.63475220,15.83810924,Huang Jie
PCO01-01-01,0.00034117,0.00035913,0.00041299,0.00034117,0.00032321,12.86583578,11.66715543,9.42961877,10.86803519,10.30865103,12.46627566,10.62829912,9.90909091,10.54838710,13.18548387,Huang Jie
PCO01-01-02,0.00041299,0.00043095,0.00032321,0.00032321,0.00032321,9.58944282,11.42741935,9.66935484,10.86803519,10.30865103,11.98680352,12.38636364,11.90689150,9.50953079,9.98900293,Huang Jie
PCO01-01-03,0.00039504,0.00035913,0.00023343,0.00023343,0.00025139,11.90689150,11.34750733,11.90689150,10.62829912,8.95014663,12.14662757,11.10777126,12.62609971,9.66935484,10.38856305,Huang Jie
PCO01-01-04,0.00043095,0.00039504,0.00037708,0.00048482,0.00043095,9.90909091,10.38856305,11.10777126,11.34750733,11.26759531,14.62390029,11.42741935,12.06671554,13.26539589,12.38636364,Huang Jie
PCO01-01-05,0.00043095,0.00039504,0.00048482,0.00044891,0.00041299,10.14882698,11.10777126,12.06671554,10.38856305,10.62829912,11.98680352,11.74706745,11.98680352,11.74706745,11.34750733,Huang Jie
PCO01-02-01,0.00052073,0.00044891,0.00041299,0.00041299,0.00041299,10.46847507,11.82697947,12.70601173,12.70601173,11.10777126,12.22653959,11.34750733,11.26759531,12.70601173,13.18548387,Huang Jie
PCO01-02-02,0.00030526,0.00039504,0.00028730,0.00028730,0.00032321,13.58504399,11.42741935,11.34750733,12.14662757,13.02565982,9.58944282,10.94794721,12.14662757,10.86803519,10.46847507,Huang Jie
PCO01-02-03,0.00052073,0.00039504,0.00037708,0.00039504,0.00044891,10.38856305,8.87023460,10.78812317,9.82917889,11.66715543,12.38636364,13.34530792,12.94574780,9.58944282,9.90909091,Huang Jie
PCO01-02-04,0.00048482,0.00043095,0.00037708,0.00039504,0.00034117,10.54838710,13.66495601,11.90689150,11.74706745,11.90689150,13.02565982,11.98680352,12.70601173,14.62390029,9.66935484,Huang Jie
PCO01-02-05,0.00055665,0.00048482,0.00059256,0.00053869,0.00041299,11.34750733,8.55058651,9.34970675,9.58944282,9.34970675,10.46847507,10.62829912,7.83137830,8.47067449,12.06671554,Huang Jie
PCO02-01-01,0.00050278,0.00048482,0.00050278,0.00044891,0.00048482,11.74706745,8.55058651,7.59164223,7.99120235,8.39076246,8.55058651,8.55058651,9.26979472,9.82917889,8.63049853,Huang Jie
PCO02-01-02,0.00039504,0.00050278,0.00055665,0.00062847,0.00057460,10.22873900,10.06891496,10.94794721,10.78812317,9.42961877,9.58944282,10.70821114,9.10997067,10.70821114,9.03005865,Huang Jie
PCO02-01-03,0.00050278,0.00048482,0.00053869,0.00055665,0.00050278,8.55058651,9.74926686,7.59164223,12.78592375,11.90689150,8.23093842,7.51173021,10.38856305,9.03005865,10.78812317,Huang Jie
PCO02-01-04,0.00059256,0.00048482,0.00053869,0.00052073,0.00046686,7.91129032,9.10997067,9.34970675,9.10997067,8.71041056,10.06891496,8.95014663,7.27199414,7.91129032,9.74926686,Huang Jie
PCO02-01-05,0.00048482,0.00048482,0.00064643,0.00048482,0.00050278,9.66935484,8.79032258,10.86803519,8.71041056,12.62609971,11.74706745,9.90909091,7.75146628,11.42741935,10.78812317,Huang Jie
PCO02-02-01,0.00062847,0.00044891,0.00057460,0.00052073,0.00055665,9.42961877,10.94794721,19.01906158,14.94354839,12.78592375,16.22214076,11.34750733,11.74706745,13.26539589,13.02565982,Huang Jie
PCO02-02-02,0.00048482,0.00068234,0.00070619,0.00061604,0.00061604,10.94794721,9.42961877,8.87023460,10.06891496,8.07111437,8.07111437,8.95014663,9.26979472,7.43181818,9.03005865,Huang Jie
PCO02-02-03,0.00046686,0.00050278,0.00053869,0.00046686,0.00053869,10.70821114,10.38856305,9.18988270,10.86803519,8.47067449,9.18988270,9.18988270,8.15102639,10.14882698,9.82917889,Huang Jie
PCO02-02-04,0.00043095,0.00044891,0.00023343,0.00039504,0.00026934,9.18988270,8.95014663,9.26979472,10.06891496,9.58944282,10.70821114,7.83137830,7.99120235,6.95234604,8.23093842,Huang Jie
PCO02-02-05,0.00043095,0.00037708,0.00039504,0.00048482,0.00039504,13.34530792,12.46627566,11.82697947,9.82917889,10.46847507,10.94794721,10.30865103,10.70821114,11.26759531,9.74926686,Huang Jie
PCO03-01-01,0.00043095,0.00055665,0.00048482,0.00048482,0.00053869,10.06891496,9.03005865,9.58944282,8.87023460,8.63049853,9.58944282,9.34970675,8.39076246,9.58944282,8.71041056,Huang Jie
PCO03-01-02,0.00044891,0.00037708,0.00043095,0.00037708,0.00028730,8.63049853,10.78812317,11.42741935,11.18768328,10.06891496,9.66935484,9.82917889,10.94794721,9.26979472,9.34970675,Huang Jie
PCO03-01-03,0.00037708,0.00041299,0.00052073,0.00046686,0.00046686,9.03005865,10.30865103,9.82917889,9.82917889,10.46847507,9.34970675,8.79032258,10.30865103,9.66935484,11.98680352,Huang Jie
PCO03-01-04,0.00041299,0.00059256,0.00050278,0.00048482,0.00046686,11.10777126,11.42741935,10.06891496,9.18988270,10.30865103,9.58944282,9.90909091,9.26979472,9.98900293,11.26759531,Huang Jie
PCO03-01-05,0.00044891,0.00037708,0.00041299,0.00037708,0.00041299,10.54838710,9.10997067,9.42961877,10.46847507,11.42741935,9.18988270,11.98680352,9.82917889,8.95014663,9.26979472,Huang Jie
PCO03-02-01,0.00035913,0.00028730,0.00043095,0.00037708,0.00043095,9.18988270,10.70821114,11.82697947,9.58944282,9.34970675,10.06891496,10.62829912,11.10777126,8.55058651,8.71041056,Huang Jie
PCO03-02-02,0.00035913,0.00035913,0.00030526,0.00026934,0.00035913,12.86583578,10.62829912,11.26759531,10.30865103,9.58944282,10.46847507,9.03005865,10.14882698,12.14662757,8.55058651,Huang Jie
PCO03-02-03,0.00037708,0.00052073,0.00050278,0.00039504,0.00043095,8.47067449,9.03005865,8.07111437,9.82917889,10.70821114,10.14882698,10.62829912,8.39076246,9.82917889,10.46847507,Huang Jie
PCO03-02-04,0.00043095,0.00032321,0.00041299,0.00044891,0.00044891,9.42961877,11.58724340,10.22873900,10.78812317,11.26759531,8.55058651,9.34970675,10.06891496,10.46847507,11.18768328,Huang Jie
PCO03-02-05,0.00043095,0.00050278,0.00043095,0.00028730,0.00046686,12.14662757,8.79032258,8.47067449,8.71041056,9.03005865,9.18988270,9.58944282,8.23093842,7.83137830,10.14882698,Huang Jie
PCO04-01-01,0.00037110,,,,,12.46627566,10.62829912,9.90909091,10.54838700,13.18548400,,,,,,Hong Jhun
PCO04-01-02,0.00038905,,,,,11.98680352,12.38636364,11.90689150,9.50953080,9.98900290,,,,,,Hong Jhun
PCO04-01-03,0.00032920,,,,,12.14662757,11.10777126,12.62609971,9.66935480,10.38856300,,,,,,Hong Jhun
PCO04-01-04,0.00040102,,,,,14.62390029,11.42741935,12.06671554,13.26539600,12.38636400,,,,,,Hong Jhun
PCO04-01-05,0.00043694,,,,,11.98680352,11.74706745,11.98680352,11.74706700,11.34750700,,,,,,Hong Jhun
PCO04-02-01,,,,,,,,,,,,,,,,
PCO04-02-02,,,,,,,,,,,,,,,,
PCO04-02-03,,,,,,,,,,,,,,,,
PCO04-02-04,,,,,,,,,,,,,,,,
PCO04-02-05,,,,,,,,,,,,,,,,
PCO05-01-01,0.00049679,,,,,7.99120235,8.39076246,8.55058651,8.55058650,9.26979470,,,,,,Hong Jhun
PCO05-01-02,0.00048482,,,,,10.78812317,9.42961877,9.58944282,10.70821100,9.10997070,,,,,,Hong Jhun
PCO05-01-03,0.00050876,,,,,12.78592375,11.90689150,8.23093842,7.51173020,10.38856300,,,,,,Hong Jhun
PCO05-01-04,0.00053869,,,,,9.10997067,8.71041056,10.06891496,8.95014660,7.27199410,,,,,,Hong Jhun
PCO05-01-05,0.00053869,,,,,8.71041056,12.62609971,11.74706745,9.90909090,7.75146630,,,,,,Hong Jhun
PCO05-02-01,,,,,,,,,,,,,,,,
PCO05-02-02,,,,,,,,,,,,,,,,
PCO05-02-03,,,,,,,,,,,,,,,,
PCO05-02-04,,,,,,,,,,,,,,,,
PCO05-02-05,,,,,,,,,,,,,,,,
PEC01-01-01,0.00025543,0.00034558,0.00042071,0.00033056,0.00031553,13.11995996,11.12505696,10.93523936,14.20693846,11.18483859,12.77436102,13.20665061,10.77742166,12.77436102,10.48171347,Huang Jie
PEC01-01-02,0.00036061,0.00033056,0.00034558,0.00027046,0.00033056,11.98207252,12.15559927,12.68461583,11.74134599,11.34541992,11.04782083,10.54513146,14.21362935,10.47269531,12.35763501,Huang Jie
PEC01-01-03,0.00036061,0.00028548,0.00037563,0.00030051,0.00022538,12.13218116,11.18483859,12.59414338,14.91311813,10.83894874,12.56388893,11.59443734,13.15617803,12.95923318,13.70206728,Huang Jie
PEC01-01-04,0.00016528,0.00034558,0.00031553,0.00037563,0.00039066,11.98207252,11.52025575,11.12505696,10.40884096,12.22599905,10.50905884,11.74934596,13.35006835,13.59035853,11.64360083,Huang Jie
